sub_iri,category,o2,sub_label,super_iri,o1,super_label,
http://purl.obolibrary.org/obo/HP_0010744,o_not_o2,hp_no.owl,Absent metatarsal bone,http://purl.obolibrary.org/obo/HP_0009817,hp.owl,Aplasia involving bones of the lower limbs,
http://purl.obolibrary.org/obo/HP_0010509,o_not_o2,hp_no.owl,Aplasia of the tarsal bones,http://purl.obolibrary.org/obo/HP_0009817,hp.owl,Aplasia involving bones of the lower limbs,
http://purl.obolibrary.org/obo/HP_0040036,o_not_o2,hp_no.owl,Onychogryposis of fingernail,http://purl.obolibrary.org/obo/HP_0001231,hp.owl,Abnormality of the fingernails,
http://purl.obolibrary.org/obo/HP_0012217,o_not_o2,hp_no.owl,Increased urinary porphobilinogen,http://purl.obolibrary.org/obo/HP_0004364,hp.owl,Abnormality of nitrogen compound homeostasis,
http://purl.obolibrary.org/obo/HP_0008469,o_not_o2,hp_no.owl,Cervical vertebral dysplasia,http://purl.obolibrary.org/obo/HP_0003468,hp.owl,Abnormal vertebral morphology,
http://purl.obolibrary.org/obo/HP_0001853,o_not_o2,hp_no.owl,Bifid distal phalanx of toe,http://purl.obolibrary.org/obo/HP_0011314,hp.owl,Abnormality of long bone morphology,
http://purl.obolibrary.org/obo/HP_0004004,o_not_o2,hp_no.owl,Irregular radial epiphyses,http://purl.obolibrary.org/obo/HP_0003842,hp.owl,Irregular epiphyses of the upper limbs,
http://purl.obolibrary.org/obo/HP_0009659,o_not_o2,hp_no.owl,Partial absence of thumb,http://purl.obolibrary.org/obo/HP_0009802,hp.owl,Aplasia of the phalanges of the hand,
http://purl.obolibrary.org/obo/HP_0012745,o_not_o2,hp_no.owl,Short palpebral fissure,http://purl.obolibrary.org/obo/HP_0045025,hp.owl,Narrow palpebral fissure,
http://purl.obolibrary.org/obo/HP_0006712,o_not_o2,hp_no.owl,Aplasia/Hypoplasia of the ribs,http://purl.obolibrary.org/obo/HP_0045060,hp.owl,Aplasia/hypoplasia involving bones of the extremities,
http://purl.obolibrary.org/obo/HP_0000446,o_not_o2,hp_no.owl,Narrow nasal bridge,http://purl.obolibrary.org/obo/HP_0005105,hp.owl,Abnormal nasal morphology,
http://purl.obolibrary.org/obo/HP_0006956,o_not_o2,hp_no.owl,Dilation of lateral ventricles,http://purl.obolibrary.org/obo/HP_0002060,hp.owl,Abnormality of the cerebrum,
http://purl.obolibrary.org/obo/HP_0008054,o_not_o2,hp_no.owl,Abnormal vasculature of the conjunctiva morphology,http://purl.obolibrary.org/obo/HP_0025015,hp.owl,Abnormal vascular morphology,
http://purl.obolibrary.org/obo/HP_0000946,o_not_o2,hp_no.owl,Hypoplastic ilia,http://purl.obolibrary.org/obo/HP_0009816,hp.owl,Lower limb undergrowth,
http://purl.obolibrary.org/obo/HP_0002170,o_not_o2,hp_no.owl,Intracranial hemorrhage,http://purl.obolibrary.org/obo/HP_0000234,hp.owl,Abnormality of the head,
http://purl.obolibrary.org/obo/HP_0000407,o_not_o2,hp_no.owl,Sensorineural hearing impairment,http://purl.obolibrary.org/obo/HP_0045010,hp.owl,Abnormality of peripheral nerves,
http://purl.obolibrary.org/obo/HP_0045003,o_not_o2,hp_no.owl,Abnormal ossification of the scaphoid,http://purl.obolibrary.org/obo/HP_0006257,hp.owl,Abnormality of carpal bone ossification,
http://purl.obolibrary.org/obo/HP_0010746,o_not_o2,hp_no.owl,Hypoplasia of the phalanges of the toes,http://purl.obolibrary.org/obo/HP_0009816,hp.owl,Lower limb undergrowth,
http://purl.obolibrary.org/obo/HP_0000916,o_not_o2,hp_no.owl,Broad clavicles,http://purl.obolibrary.org/obo/HP_0040065,hp.owl,Abnormal morphology of bones of the upper limbs,
http://purl.obolibrary.org/obo/HP_0031309,o_not_o2,hp_no.owl,Cerebral artery calcification,http://purl.obolibrary.org/obo/HP_0009145,hp.owl,Abnormal cerebral artery morphology,
http://purl.obolibrary.org/obo/HP_0005209,o_not_o2,hp_no.owl,Intrahepatic bile duct cysts,http://purl.obolibrary.org/obo/HP_0031071,hp.owl,Abnormal endocrine morphology,
http://purl.obolibrary.org/obo/HP_0100253,o_not_o2,hp_no.owl,Abnormality of the medullary cavity of the long bones,http://purl.obolibrary.org/obo/HP_0003103,hp.owl,Abnormal cortical bone morphology,
http://purl.obolibrary.org/obo/HP_0006482,o_not_o2,hp_no.owl,Abnormality of dental morphology,http://purl.obolibrary.org/obo/HP_0011842,hp.owl,Abnormality of skeletal morphology,
http://purl.obolibrary.org/obo/HP_0004284,o_not_o2,hp_no.owl,Notched hand bones,http://purl.obolibrary.org/obo/HP_0011844,hp.owl,Abnormal appendicular skeleton morphology,
http://purl.obolibrary.org/obo/HP_0009101,o_not_o2,hp_no.owl,Submucous cleft lip,http://purl.obolibrary.org/obo/HP_0011338,hp.owl,Abnormality of mouth shape,
http://purl.obolibrary.org/obo/HP_0006035,o_not_o2,hp_no.owl,Cone-shaped epiphyses of phalanges 2 to 5,http://purl.obolibrary.org/obo/HP_0009395,hp.owl,Cone-shaped epiphyses of the 4th finger,
http://purl.obolibrary.org/obo/HP_0000282,o_not_o2,hp_no.owl,Facial edema,http://purl.obolibrary.org/obo/HP_0001999,hp.owl,Abnormal facial shape,
http://purl.obolibrary.org/obo/HP_0006446,o_not_o2,hp_no.owl,Dysplastic patella,http://purl.obolibrary.org/obo/HP_0040066,hp.owl,Abnormal morphology of bones of the lower limbs,
http://purl.obolibrary.org/obo/HP_0500012,o_not_o2,hp_no.owl,Abnormality of gonadotropin-releasing hormone level,http://purl.obolibrary.org/obo/HP_0004364,hp.owl,Abnormality of nitrogen compound homeostasis,
http://purl.obolibrary.org/obo/HP_0003795,o_not_o2,hp_no.owl,Short middle phalanx of toe,http://purl.obolibrary.org/obo/HP_0005035,hp.owl,Shortening of all phalanges of the toes,
http://purl.obolibrary.org/obo/HP_0010561,o_not_o2,hp_no.owl,Undulate ribs,http://purl.obolibrary.org/obo/HP_0011314,hp.owl,Abnormality of long bone morphology,
http://purl.obolibrary.org/obo/HP_0010560,o_not_o2,hp_no.owl,Undulate clavicles,http://purl.obolibrary.org/obo/HP_0011314,hp.owl,Abnormality of long bone morphology,
http://purl.obolibrary.org/obo/HP_0004030,o_not_o2,hp_no.owl,Patchy sclerosis of radial diaphysis,http://purl.obolibrary.org/obo/HP_0003860,hp.owl,Diaphyseal sclerosis of the upper limbs,
http://purl.obolibrary.org/obo/HP_0010510,o_not_o2,hp_no.owl,Hypermobility of toe joints,http://purl.obolibrary.org/obo/HP_0100491,hp.owl,Abnormality of lower limb joint,
http://purl.obolibrary.org/obo/HP_0012421,o_not_o2,hp_no.owl,Congenital absence of foreskin,http://purl.obolibrary.org/obo/HP_0030261,hp.owl,Absent penis,
http://purl.obolibrary.org/obo/HP_0100388,o_not_o2,hp_no.owl,Aplasia of the proximal phalanges of the toes,http://purl.obolibrary.org/obo/HP_0010203,hp.owl,Aplasia/hypoplasia of proximal toe phalanx,
http://purl.obolibrary.org/obo/HP_0011449,o_not_o2,hp_no.owl,Knee clonus,http://purl.obolibrary.org/obo/HP_0002815,hp.owl,Abnormality of the knee,
http://purl.obolibrary.org/obo/HP_0009746,o_not_o2,hp_no.owl,Thick nasal septum,http://purl.obolibrary.org/obo/HP_0011842,hp.owl,Abnormality of skeletal morphology,
http://purl.obolibrary.org/obo/HP_0410278,o_not_o2,hp_no.owl,Pituitary gland cyst,http://purl.obolibrary.org/obo/HP_0031071,hp.owl,Abnormal endocrine morphology,
http://purl.obolibrary.org/obo/HP_0007370,o_not_o2,hp_no.owl,Aplasia/Hypoplasia of the corpus callosum,http://purl.obolibrary.org/obo/HP_0012429,hp.owl,Aplasia/Hypoplasia of the cerebral white matter,
http://purl.obolibrary.org/obo/HP_0003893,o_not_o2,hp_no.owl,Advanced ossification of the humeral epiphysis,http://purl.obolibrary.org/obo/HP_0012791,hp.owl,Abnormal humeral ossification,
http://purl.obolibrary.org/obo/HP_0003894,o_not_o2,hp_no.owl,Delayed humeral epiphyseal ossification,http://purl.obolibrary.org/obo/HP_0012791,hp.owl,Abnormal humeral ossification,
http://purl.obolibrary.org/obo/HP_0004277,o_not_o2,hp_no.owl,Fractured hand bones,http://purl.obolibrary.org/obo/HP_0011844,hp.owl,Abnormal appendicular skeleton morphology,
http://purl.obolibrary.org/obo/HP_0001410,o_not_o2,hp_no.owl,Decreased liver function,http://purl.obolibrary.org/obo/HP_0001392,hp.owl,Abnormality of the liver,
http://purl.obolibrary.org/obo/HP_0030320,o_not_o2,hp_no.owl,Increased intervertebral space,http://purl.obolibrary.org/obo/HP_0410007,hp.owl,Abnormality of cartilage morphology,
http://purl.obolibrary.org/obo/HP_0100281,o_not_o2,hp_no.owl,Chronic colitis,http://purl.obolibrary.org/obo/HP_0100282,hp.owl,Acute colitis,
http://purl.obolibrary.org/obo/HP_0045016,o_not_o2,hp_no.owl,Elevated serum long-chain fatty acids,http://purl.obolibrary.org/obo/HP_0003077,hp.owl,Hyperlipidemia,
http://purl.obolibrary.org/obo/HP_0003355,o_not_o2,hp_no.owl,Aminoaciduria,http://purl.obolibrary.org/obo/HP_0040156,hp.owl,Elevated urinary carboxylic acid,
http://purl.obolibrary.org/obo/HP_0200055,o_not_o2,hp_no.owl,Small hand,http://purl.obolibrary.org/obo/HP_0005922,hp.owl,Abnormal hand morphology,
http://purl.obolibrary.org/obo/HP_0006539,o_not_o2,hp_no.owl,Bronchial cartilage hypoplasia,http://purl.obolibrary.org/obo/HP_0002763,hp.owl,Abnormal cartilage morphology,
http://purl.obolibrary.org/obo/HP_0009686,o_not_o2,hp_no.owl,Absent epiphyses of the thumb,http://purl.obolibrary.org/obo/HP_0009380,hp.owl,Aplasia of the fingers,
http://purl.obolibrary.org/obo/HP_0000882,o_not_o2,hp_no.owl,Hypoplastic scapulae,http://purl.obolibrary.org/obo/HP_0009824,hp.owl,Upper limb undergrowth,
http://purl.obolibrary.org/obo/HP_0008873,o_not_o2,hp_no.owl,Disproportionate short-limb short stature,http://purl.obolibrary.org/obo/HP_0040064,hp.owl,Abnormality of limbs,
http://purl.obolibrary.org/obo/HP_0001017,o_not_o2,hp_no.owl,Anemic pallor,http://purl.obolibrary.org/obo/HP_0001877,hp.owl,Abnormal erythrocyte morphology,
http://purl.obolibrary.org/obo/HP_0006817,o_not_o2,hp_no.owl,Aplasia/Hypoplasia of the cerebellar vermis,http://purl.obolibrary.org/obo/HP_0002977,hp.owl,Aplasia/Hypoplasia involving the central nervous system,
http://purl.obolibrary.org/obo/HP_0004100,o_not_o2,hp_no.owl,Abnormal 2nd finger morphology,http://purl.obolibrary.org/obo/HP_0005922,hp.owl,Abnormal hand morphology,
http://purl.obolibrary.org/obo/HP_0000773,o_not_o2,hp_no.owl,Short ribs,http://purl.obolibrary.org/obo/HP_0003026,hp.owl,Short long bone,
http://purl.obolibrary.org/obo/HP_0000499,o_not_o2,hp_no.owl,Abnormal eyelash morphology,http://purl.obolibrary.org/obo/HP_0011121,hp.owl,Abnormality of skin morphology,
http://purl.obolibrary.org/obo/HP_0003392,o_not_o2,hp_no.owl,First dorsal interossei muscle weakness,http://purl.obolibrary.org/obo/HP_0001421,hp.owl,Abnormality of the musculature of the hand,
http://purl.obolibrary.org/obo/HP_0012298,o_not_o2,hp_no.owl,Long middle phalanx of finger,http://purl.obolibrary.org/obo/HP_0006155,hp.owl,Long phalanx of finger,
http://purl.obolibrary.org/obo/HP_0012299,o_not_o2,hp_no.owl,Long distal phalanx of finger,http://purl.obolibrary.org/obo/HP_0006155,hp.owl,Long phalanx of finger,
http://purl.obolibrary.org/obo/HP_0002493,o_not_o2,hp_no.owl,Upper motor neuron dysfunction,http://purl.obolibrary.org/obo/HP_0002538,hp.owl,Abnormality of the cerebral cortex,
http://purl.obolibrary.org/obo/HP_0003028,o_not_o2,hp_no.owl,Abnormality of the ankles,http://purl.obolibrary.org/obo/HP_0001760,hp.owl,Abnormality of the foot,
http://purl.obolibrary.org/obo/HP_0007605,o_not_o2,hp_no.owl,Excessive wrinkling of palmar skin,http://purl.obolibrary.org/obo/HP_0005922,hp.owl,Abnormal hand morphology,
http://purl.obolibrary.org/obo/HP_0004014,o_not_o2,hp_no.owl,Broad radial epiphyseal plate,http://purl.obolibrary.org/obo/HP_0003971,hp.owl,Broad forearm bones,
http://purl.obolibrary.org/obo/HP_0100010,o_not_o2,hp_no.owl,Spinal meningioma,http://purl.obolibrary.org/obo/HP_0010302,hp.owl,Spinal cord tumor,
http://purl.obolibrary.org/obo/HP_0009884,o_not_o2,hp_no.owl,Tapered distal phalanges of finger,http://purl.obolibrary.org/obo/HP_0006192,hp.owl,Tapered phalanx of finger,
http://purl.obolibrary.org/obo/HP_0010070,o_not_o2,hp_no.owl,Curved 1st metatarsal,http://purl.obolibrary.org/obo/HP_0006487,hp.owl,Bowing of the long bones,
http://purl.obolibrary.org/obo/HP_0005403,o_not_o2,hp_no.owl,Decrease in T cell count,http://purl.obolibrary.org/obo/HP_0011839,hp.owl,Abnormal T cell count,
http://purl.obolibrary.org/obo/HP_0009891,o_not_o2,hp_no.owl,Underdeveloped supraorbital ridges,http://purl.obolibrary.org/obo/HP_0430000,hp.owl,Abnormality of the frontal bone,
http://purl.obolibrary.org/obo/HP_0006366,o_not_o2,hp_no.owl,Adductor longus contractures,http://purl.obolibrary.org/obo/HP_0040290,hp.owl,Abnormality of skeletal muscles,
http://purl.obolibrary.org/obo/HP_0009192,o_not_o2,hp_no.owl,Aplasia/Hypoplasia of the proximal phalanx of the 5th finger,http://purl.obolibrary.org/obo/HP_0009851,hp.owl,Aplasia/Hypoplasia of the proximal phalanges of the hand,
http://purl.obolibrary.org/obo/HP_0002948,o_not_o2,hp_no.owl,Vertebral fusion,http://purl.obolibrary.org/obo/HP_0003330,hp.owl,Abnormal bone structure,
http://purl.obolibrary.org/obo/HP_0025408,o_not_o2,hp_no.owl,Abnormal spleen morphology,http://purl.obolibrary.org/obo/HP_0025033,hp.owl,Abnormality of digestive system morphology,
http://purl.obolibrary.org/obo/HP_0005198,o_not_o2,hp_no.owl,Stiff interphalangeal joints,http://purl.obolibrary.org/obo/HP_0040064,hp.owl,Abnormality of limbs,
http://purl.obolibrary.org/obo/HP_0009204,o_not_o2,hp_no.owl,Bracket epiphysis of the middle phalanx of the 5th finger,http://purl.obolibrary.org/obo/HP_0009153,hp.owl,Abnormality of the epiphysis of the proximal phalanx of the 5th finger,
http://purl.obolibrary.org/obo/HP_0100807,o_not_o2,hp_no.owl,Long fingers,http://purl.obolibrary.org/obo/HP_0001238,hp.owl,Slender finger,
http://purl.obolibrary.org/obo/HP_0005067,o_not_o2,hp_no.owl,Proximal fibular overgrowth,http://purl.obolibrary.org/obo/HP_0010580,hp.owl,Enlarged epiphyses,
http://purl.obolibrary.org/obo/HP_0005659,o_not_o2,hp_no.owl,Thoracic kyphoscoliosis,http://purl.obolibrary.org/obo/HP_0002751,hp.owl,Kyphoscoliosis,
http://purl.obolibrary.org/obo/HP_3000012,o_not_o2,hp_no.owl,Abnormality of palatopharyngeus muscle,http://purl.obolibrary.org/obo/HP_0040290,hp.owl,Abnormality of skeletal muscles,
http://purl.obolibrary.org/obo/HP_0005247,o_not_o2,hp_no.owl,Hypoplasia of the abdominal wall musculature,http://purl.obolibrary.org/obo/HP_0009004,hp.owl,Hypoplasia of the musculature,
http://purl.obolibrary.org/obo/HP_0045086,o_not_o2,hp_no.owl,Knee joint hypermobility,http://purl.obolibrary.org/obo/HP_0005262,hp.owl,Abnormality of the synovia,
http://purl.obolibrary.org/obo/HP_0010511,o_not_o2,hp_no.owl,Long toe,http://purl.obolibrary.org/obo/HP_0001166,hp.owl,Arachnodactyly,
http://purl.obolibrary.org/obo/HP_0008454,o_not_o2,hp_no.owl,Lumbar kyphosis,http://purl.obolibrary.org/obo/HP_0002808,hp.owl,Kyphosis,
http://purl.obolibrary.org/obo/HP_0000237,o_not_o2,hp_no.owl,Small anterior fontanelle,http://purl.obolibrary.org/obo/HP_0005486,hp.owl,Small fontanelle,
http://purl.obolibrary.org/obo/HP_0009672,o_not_o2,hp_no.owl,Small epiphysis of the proximal phalanx of the thumb,http://purl.obolibrary.org/obo/HP_0010276,hp.owl,Small epiphyses of the proximal phalanges of the hand,
http://purl.obolibrary.org/obo/HP_0001782,o_not_o2,hp_no.owl,Bulbous tips of toes,http://purl.obolibrary.org/obo/HP_0001831,hp.owl,Short toe,
http://purl.obolibrary.org/obo/HP_0002314,o_not_o2,hp_no.owl,Degeneration of the lateral corticospinal tracts,http://purl.obolibrary.org/obo/HP_0002180,hp.owl,Neurodegeneration,
http://purl.obolibrary.org/obo/HP_0012110,o_not_o2,hp_no.owl,Hypoplasia of the pons,http://purl.obolibrary.org/obo/HP_0002977,hp.owl,Aplasia/Hypoplasia involving the central nervous system,
http://purl.obolibrary.org/obo/HP_0001643,o_not_o2,hp_no.owl,Patent ductus arteriosus,http://purl.obolibrary.org/obo/HP_0001627,hp.owl,Abnormal heart morphology,
http://purl.obolibrary.org/obo/HP_0008344,o_not_o2,hp_no.owl,Elevated plasma branched chain amino acids,http://purl.obolibrary.org/obo/HP_0003112,hp.owl,Abnormality of serum amino acid level,
http://purl.obolibrary.org/obo/HP_0010990,o_not_o2,hp_no.owl,Abnormality of the common coagulation pathway,http://purl.obolibrary.org/obo/HP_0001939,hp.owl,Abnormality of metabolism/homeostasis,
http://purl.obolibrary.org/obo/HP_0004207,o_not_o2,hp_no.owl,Abnormal 5th finger morphology,http://purl.obolibrary.org/obo/HP_0005922,hp.owl,Abnormal hand morphology,
http://purl.obolibrary.org/obo/HP_0010896,o_not_o2,hp_no.owl,Hypersarcosinemia,http://purl.obolibrary.org/obo/HP_0003112,hp.owl,Abnormality of serum amino acid level,
http://purl.obolibrary.org/obo/HP_0012600,o_not_o2,hp_no.owl,Abnormal urine chloride concentration,http://purl.obolibrary.org/obo/HP_0003111,hp.owl,Abnormality of ion homeostasis,
http://purl.obolibrary.org/obo/HP_0006713,o_not_o2,hp_no.owl,Aplasia/Hypoplasia of the scapulae,http://purl.obolibrary.org/obo/HP_0006496,hp.owl,Aplasia/hypoplasia involving bones of the upper limbs,
http://purl.obolibrary.org/obo/HP_0012700,o_not_o2,hp_no.owl,Abnormal large intestine physiology,http://purl.obolibrary.org/obo/HP_0002012,hp.owl,Abnormality of the abdominal organs,
http://purl.obolibrary.org/obo/HP_0006710,o_not_o2,hp_no.owl,Aplasia/Hypoplasia of the clavicles,http://purl.obolibrary.org/obo/HP_0006496,hp.owl,Aplasia/hypoplasia involving bones of the upper limbs,
http://purl.obolibrary.org/obo/HP_0010214,o_not_o2,hp_no.owl,Contracture of the interphalangeal joint of the hallux,http://purl.obolibrary.org/obo/HP_0001836,hp.owl,Camptodactyly of toe,
http://purl.obolibrary.org/obo/HP_0040184,o_not_o2,hp_no.owl,Oral bleeding,http://purl.obolibrary.org/obo/HP_0011029,hp.owl,Internal hemorrhage,
http://purl.obolibrary.org/obo/HP_0012555,o_not_o2,hp_no.owl,Absent nail of hallux,http://purl.obolibrary.org/obo/HP_0001844,hp.owl,Abnormality of the hallux,
http://purl.obolibrary.org/obo/HP_0010436,o_not_o2,hp_no.owl,Aplasia of the proximal phalanx of the 2nd toe,http://purl.obolibrary.org/obo/HP_0100388,hp.owl,Aplasia of the proximal phalanges of the toes,
http://purl.obolibrary.org/obo/HP_0000823,o_not_o2,hp_no.owl,Delayed puberty,http://purl.obolibrary.org/obo/HP_0001263,hp.owl,Global developmental delay,
http://purl.obolibrary.org/obo/HP_0000190,o_not_o2,hp_no.owl,Abnormal oral frenulum morphology,http://purl.obolibrary.org/obo/HP_0011830,hp.owl,Abnormal oral mucosa morphology,
http://purl.obolibrary.org/obo/HP_0000941,o_not_o2,hp_no.owl,Short diaphyses,http://purl.obolibrary.org/obo/HP_0006504,hp.owl,Anomaly of the limb diaphyses,
http://purl.obolibrary.org/obo/HP_0006035,o_not_o2,hp_no.owl,Cone-shaped epiphyses of phalanges 2 to 5,http://purl.obolibrary.org/obo/HP_0009384,hp.owl,Cone-shaped epiphyses of the 5th finger,
http://purl.obolibrary.org/obo/HP_0000419,o_not_o2,hp_no.owl,Abnormality of the nasal septum,http://purl.obolibrary.org/obo/HP_0010937,hp.owl,Abnormality of the nasal skeleton,
http://purl.obolibrary.org/obo/HP_0006179,o_not_o2,hp_no.owl,Pseudoepiphyses of second metacarpal,http://purl.obolibrary.org/obo/HP_0010010,hp.owl,Abnormality of the 2nd metacarpal,
http://purl.obolibrary.org/obo/HP_0025004,o_not_o2,hp_no.owl,Hallux rigidus,http://purl.obolibrary.org/obo/HP_0005262,hp.owl,Abnormality of the synovia,
http://purl.obolibrary.org/obo/HP_0009711,o_not_o2,hp_no.owl,Retinal capillary hemangioma,http://purl.obolibrary.org/obo/HP_0012777,hp.owl,Retinal neoplasm,
http://purl.obolibrary.org/obo/HP_0010091,o_not_o2,hp_no.owl,Symphalangism affecting the proximal phalanx of the hallux,http://purl.obolibrary.org/obo/HP_0010209,hp.owl,Symphalangism affecting the proximal phalanges of the toes,
http://purl.obolibrary.org/obo/HP_0005687,o_not_o2,hp_no.owl,Deformed humeral heads,http://purl.obolibrary.org/obo/HP_0003887,hp.owl,Abnormality of the humeral heads,
http://purl.obolibrary.org/obo/HP_0100826,o_not_o2,hp_no.owl,Neoplasm of the nail,http://purl.obolibrary.org/obo/HP_0012842,hp.owl,Skin appendage neoplasm,
http://purl.obolibrary.org/obo/HP_0010896,o_not_o2,hp_no.owl,Hypersarcosinemia,http://purl.obolibrary.org/obo/HP_0002157,hp.owl,Azotemia,
http://purl.obolibrary.org/obo/HP_0009673,o_not_o2,hp_no.owl,Stippling of the epiphysis of the proximal phalanx of the thumb,http://purl.obolibrary.org/obo/HP_0010277,hp.owl,Stippling of the epiphyses of the proximal phalanges of the hand,
http://purl.obolibrary.org/obo/HP_0007720,o_not_o2,hp_no.owl,Flat cornea,http://purl.obolibrary.org/obo/HP_0040004,hp.owl,Abnormality of corneal shape,
http://purl.obolibrary.org/obo/HP_0010706,o_not_o2,hp_no.owl,1-3 finger syndactyly,http://purl.obolibrary.org/obo/HP_0001233,hp.owl,2-3 finger syndactyly,
http://purl.obolibrary.org/obo/HP_0006855,o_not_o2,hp_no.owl,Cerebellar vermis atrophy,http://purl.obolibrary.org/obo/HP_0007367,hp.owl,Atrophy/Degeneration affecting the central nervous system,
http://purl.obolibrary.org/obo/HP_0001169,o_not_o2,hp_no.owl,Broad palm,http://purl.obolibrary.org/obo/HP_0005922,hp.owl,Abnormal hand morphology,
http://purl.obolibrary.org/obo/HP_0006028,o_not_o2,hp_no.owl,Metaphyseal cupping of metacarpals,http://purl.obolibrary.org/obo/HP_0001163,hp.owl,Abnormality of the metacarpal bones,
http://purl.obolibrary.org/obo/HP_0010709,o_not_o2,hp_no.owl,2-4 finger syndactyly,http://purl.obolibrary.org/obo/HP_0001233,hp.owl,2-3 finger syndactyly,
http://purl.obolibrary.org/obo/HP_0002738,o_not_o2,hp_no.owl,Hypoplastic frontal sinuses,http://purl.obolibrary.org/obo/HP_0006784,hp.owl,Paranasal sinus hypoplasia,
http://purl.obolibrary.org/obo/HP_0001172,o_not_o2,hp_no.owl,Abnormal thumb morphology,http://purl.obolibrary.org/obo/HP_0005922,hp.owl,Abnormal hand morphology,
http://purl.obolibrary.org/obo/HP_0009701,o_not_o2,hp_no.owl,Metacarpal synostosis,http://purl.obolibrary.org/obo/HP_0011314,hp.owl,Abnormality of long bone morphology,
http://purl.obolibrary.org/obo/HP_0009194,o_not_o2,hp_no.owl,Small epiphyses of the metacarpals,http://purl.obolibrary.org/obo/HP_0005916,hp.owl,Abnormal metacarpal morphology,
http://purl.obolibrary.org/obo/HP_0011821,o_not_o2,hp_no.owl,Abnormality of facial skeleton,http://purl.obolibrary.org/obo/HP_0000271,hp.owl,Abnormality of the face,
http://purl.obolibrary.org/obo/HP_3000025,o_not_o2,hp_no.owl,Abnormality of ciliary ganglion,http://purl.obolibrary.org/obo/HP_0002270,hp.owl,Abnormality of the autonomic nervous system,
http://purl.obolibrary.org/obo/HP_0007421,o_not_o2,hp_no.owl,Telangiectases of the cheeks,http://purl.obolibrary.org/obo/HP_0004426,hp.owl,Abnormality of the cheek,
http://purl.obolibrary.org/obo/HP_0005745,o_not_o2,hp_no.owl,Congenital foot contractures,http://purl.obolibrary.org/obo/HP_0001760,hp.owl,Abnormality of the foot,
http://purl.obolibrary.org/obo/HP_0100521,o_not_o2,hp_no.owl,Neoplasm of the thymus,http://purl.obolibrary.org/obo/HP_0100568,hp.owl,Neoplasm of the endocrine system,
http://purl.obolibrary.org/obo/HP_0002926,o_not_o2,hp_no.owl,Abnormality of thyroid physiology,http://purl.obolibrary.org/obo/HP_0031072,hp.owl,Abnormal endocrine physiology,
http://purl.obolibrary.org/obo/HP_0008344,o_not_o2,hp_no.owl,Elevated plasma branched chain amino acids,http://purl.obolibrary.org/obo/HP_0002157,hp.owl,Azotemia,
http://purl.obolibrary.org/obo/HP_0009277,o_not_o2,hp_no.owl,Contracture of the metacarpophalangeal joint of the 4th finger,http://purl.obolibrary.org/obo/HP_0011911,hp.owl,Abnormality of metacarpophalangeal joint,
http://purl.obolibrary.org/obo/HP_0006014,o_not_o2,hp_no.owl,Abnormally shaped carpal bones,http://purl.obolibrary.org/obo/HP_0040065,hp.owl,Abnormal morphology of bones of the upper limbs,
http://purl.obolibrary.org/obo/HP_0010679,o_not_o2,hp_no.owl,Elevated tissue non-specific alkaline phosphatase,http://purl.obolibrary.org/obo/HP_0002152,hp.owl,Hyperproteinemia,
http://purl.obolibrary.org/obo/HP_0009189,o_not_o2,hp_no.owl,Fragmentation of the metacarpal epiphyses,http://purl.obolibrary.org/obo/HP_0005916,hp.owl,Abnormal metacarpal morphology,
http://purl.obolibrary.org/obo/HP_0400004,o_not_o2,hp_no.owl,Long ear,http://purl.obolibrary.org/obo/HP_0000400,hp.owl,Macrotia,
http://purl.obolibrary.org/obo/HP_0009660,o_not_o2,hp_no.owl,Short phalanx of the thumb,http://purl.obolibrary.org/obo/HP_0003026,hp.owl,Short long bone,
http://purl.obolibrary.org/obo/HP_0010090,o_not_o2,hp_no.owl,Patchy sclerosis of the proximal phalanx of the hallux,http://purl.obolibrary.org/obo/HP_0010208,hp.owl,Patchy sclerosis of proximal toe phalanx,
http://purl.obolibrary.org/obo/HP_0006824,o_not_o2,hp_no.owl,Cranial nerve paralysis,http://purl.obolibrary.org/obo/HP_0045010,hp.owl,Abnormality of peripheral nerves,
http://purl.obolibrary.org/obo/HP_0010031,o_not_o2,hp_no.owl,Patchy sclerosis of the 1st metacarpal,http://purl.obolibrary.org/obo/HP_0004286,hp.owl,Patchy sclerosis of hand bones,
http://purl.obolibrary.org/obo/HP_0008724,o_not_o2,hp_no.owl,Hypoplasia of the ovary,http://purl.obolibrary.org/obo/HP_0000134,hp.owl,Female hypogonadism,
http://purl.obolibrary.org/obo/HP_0009670,o_not_o2,hp_no.owl,Ivory epiphysis of the proximal phalanx of the thumb,http://purl.obolibrary.org/obo/HP_0010274,hp.owl,Ivory epiphyses of the proximal phalanges of the hand,
http://purl.obolibrary.org/obo/HP_0100176,o_not_o2,hp_no.owl,Pseudoepiphysis of the distal phalanx of the 4th toe,http://purl.obolibrary.org/obo/HP_0010380,hp.owl,Abnormality of the distal phalanx of the 4th toe,
http://purl.obolibrary.org/obo/HP_0009289,o_not_o2,hp_no.owl,Aplasia/Hypoplasia of the distal phalanx of the 4th finger,http://purl.obolibrary.org/obo/HP_0009835,hp.owl,Aplasia/Hypoplasia of the distal phalanges of the hand,
